core_id,latitude,longitude,depth_top,depth_bottom,SOC,bulk_density
HR_002,43.6545,-79.3820,94,96,13.5,1.53
HR_002,43.6545,-79.3820,96,98,13.4,1.53
HR_002,43.6545,-79.3820,98,100,13.3,1.53
HR_003,43.6520,-79.3850,0,2,38.7,1.18
HR_003,43.6520,-79.3850,2,4,36.4,1.20
HR_003,43.6520,-79.3850,4,6,33.8,1.22
HR_003,43.6520,-79.3850,6,8,31.5,1.25
HR_003,43.6520,-79.3850,8,10,29.4,1.27
HR_003,43.6520,-79.3850,10,12,27.6,1.29
HR_003,43.6520,-79.3850,12,14,26.0,1.31
HR_003,43.6520,-79.3850,14,16,24.6,1.33
HR_003,43.6520,-79.3850,16,18,23.4,1.34
HR_003,43.6520,-79.3850,18,20,22.3,1.36
HR_003,43.6520,-79.3850,20,22,21.4,1.37
HR_003,43.6520,-79.3850,22,24,20.6,1.38
HR_003,43.6520,-79.3850,24,26,19.9,1.39
HR_003,43.6520,-79.3850,26,28,19.3,1.40
HR_003,43.6520,-79.3850,28,30,18.7,1.41
HR_003,43.6520,-79.3850,30,32,18.2,1.42
HR_003,43.6520,-79.3850,32,34,17.8,1.43
HR_003,43.6520,-79.3850,34,36,17.4,1.43
HR_003,43.6520,-79.3850,36,38,17.1,1.44
HR_003,43.6520,-79.3850,38,40,16.8,1.44
HR_003,43.6520,-79.3850,40,42,16.5,1.45
HR_003,43.6520,-79.3850,42,44,16.3,1.45
HR_003,43.6520,-79.3850,44,46,16.1,1.46
HR_003,43.6520,-79.3850,46,48,15.9,1.46
HR_003,43.6520,-79.3850,48,50,15.7,1.47
HR_003,43.6520,-79.3850,50,52,15.5,1.47
HR_003,43.6520,-79.3850,52,54,15.3,1.47
HR_003,43.6520,-79.3850,54,56,15.2,1.48
HR_003,43.6520,-79.3850,56,58,15.0,1.48
HR_003,43.6520,-79.3850,58,60,14.9,1.48
HR_003,43.6520,-79.3850,60,62,14.7,1.49
HR_003,43.6520,-79.3850,62,64,14.6,1.49
HR_003,43.6520,-79.3850,64,66,14.5,1.49
HR_003,43.6520,-79.3850,66,68,14.4,1.50
HR_003,43.6520,-79.3850,68,70,14.2,1.50
HR_003,43.6520,-79.3850,70,72,14.1,1.50
HR_003,43.6520,-79.3850,72,74,14.0,1.50
HR_003,43.6520,-79.3850,74,76,13.9,1.51
HR_003,43.6520,-79.3850,76,78,13.8,1.51
HR_003,43.6520,-79.3850,78,80,13.7,1.51
HR_003,43.6520,-79.3850,80,82,13.6,1.51
HR_003,43.6520,-79.3850,82,84,13.5,1.52
HR_003,43.6520,-79.3850,84,86,13.4,1.52
HR_003,43.6520,-79.3850,86,88,13.3,1.52
HR_003,43.6520,-79.3850,88,90,13.2,1.52
HR_003,43.6520,-79.3850,90,92,13.1,1.53
HR_003,43.6520,-79.3850,92,94,13.0,1.53
HR_003,43.6520,-79.3850,94,96,12.9,1.53
HR_003,43.6520,-79.3850,96,98,12.8,1.53
HR_003,43.6520,-79.3850,98,100,12.7,1.54
HR_004,43.6558,-79.3810,0,2,49.5,1.14
HR_004,43.6558,-79.3810,2,4,46.2,1.16
HR_004,43.6558,-79.3810,4,6,42.1,1.19
HR_004,43.6558,-79.3810,6,8,38.7,1.22
HR_004,43.6558,-79.3810,8,10,35.8,1.24
HR_004,43.6558,-79.3810,10,12,33.2,1.26
HR_004,43.6558,-79.3810,12,14,30.9,1.28
HR_004,43.6558,-79.3810,14,16,28.9,1.30
HR_004,43.6558,-79.3810,16,18,27.2,1.32
HR_004,43.6558,-79.3810,18,20,25.7,1.34
HR_004,43.6558,-79.3810,20,22,24.4,1.35
HR_004,43.6558,-79.3810,22,24,23.2,1.37
HR_004,43.6558,-79.3810,24,26,22.2,1.38
HR_004,43.6558,-79.3810,26,28,21.3,1.39
HR_004,43.6558,-79.3810,28,30,20.5,1.40
HR_004,43.6558,-79.3810,30,32,19.8,1.41
HR_004,43.6558,-79.3810,32,34,19.2,1.42
HR_004,43.6558,-79.3810,34,36,18.7,1.43
HR_004,43.6558,-79.3810,36,38,18.2,1.43
HR_004,43.6558,-79.3810,38,40,17.8,1.44
HR_004,43.6558,-79.3810,40,42,17.4,1.45
HR_004,43.6558,-79.3810,42,44,17.1,1.45
HR_004,43.6558,-79.3810,44,46,16.8,1.46
HR_004,43.6558,-79.3810,46,48,16.5,1.46
HR_004,43.6558,-79.3810,48,50,16.3,1.47
HR_004,43.6558,-79.3810,50,52,16.0,1.47
HR_004,43.6558,-79.3810,52,54,15.8,1.48
HR_004,43.6558,-79.3810,54,56,15.6,1.48
HR_004,43.6558,-79.3810,56,58,15.4,1.48
HR_004,43.6558,-79.3810,58,60,15.2,1.49
HR_004,43.6558,-79.3810,60,62,15.0,1.49
HR_004,43.6558,-79.3810,62,64,14.8,1.49
HR_004,43.6558,-79.3810,64,66,14.7,1.50
HR_004,43.6558,-79.3810,66,68,14.5,1.50
HR_004,43.6558,-79.3810,68,70,14.3,1.50
HR_004,43.6558,-79.3810,70,72,14.2,1.51
HR_004,43.6558,-79.3810,72,74,14.0,1.51
HR_004,43.6558,-79.3810,74,76,13.9,1.51
HR_004,43.6558,-79.3810,76,78,13.7,1.51
HR_004,43.6558,-79.3810,78,80,13.6,1.52
HR_004,43.6558,-79.3810,80,82,13.5,1.52
HR_004,43.6558,-79.3810,82,84,13.4,1.52
HR_004,43.6558,-79.3810,84,86,13.3,1.52
HR_004,43.6558,-79.3810,86,88,13.2,1.53
HR_004,43.6558,-79.3810,88,90,13.1,1.53
HR_004,43.6558,-79.3810,90,92,13.0,1.53
HR_004,43.6558,-79.3810,92,94,12.9,1.53
HR_004,43.6558,-79.3810,94,96,12.8,1.54
HR_004,43.6558,-79.3810,96,98,12.7,1.54
HR_004,43.6558,-79.3810,98,100,12.6,1.54
HR_005,43.6510,-79.3865,0,2,41.8,1.16
HR_005,43.6510,-79.3865,2,4,39.2,1.18
HR_005,43.6510,-79.3865,4,6,36.3,1.21
HR_005,43.6510,-79.3865,6,8,33.7,1.23
HR_005,43.6510,-79.3865,8,10,31.4,1.25
HR_005,43.6510,-79.3865,10,12,29.3,1.27
HR_005,43.6510,-79.3865,12,14,27.5,1.29
HR_005,43.6510,-79.3865,14,16,25.9,1.31
HR_005,43.6510,-79.3865,16,18,24.5,1.33
HR_005,43.6510,-79.3865,18,20,23.3,1.35
HR_005,43.6510,-79.3865,20,22,22.2,1.36
HR_005,43.6510,-79.3865,22,24,21.3,1.37
HR_005,43.6510,-79.3865,24,26,20.5,1.38
HR_005,43.6510,-79.3865,26,28,19.8,1.39
HR_005,43.6510,-79.3865,28,30,19.2,1.40
HR_005,43.6510,-79.3865,30,32,18.6,1.41
HR_005,43.6510,-79.3865,32,34,18.1,1.42
HR_005,43.6510,-79.3865,34,36,17.7,1.43
HR_005,43.6510,-79.3865,36,38,17.3,1.43
HR_005,43.6510,-79.3865,38,40,16.9,1.44
HR_005,43.6510,-79.3865,40,42,16.6,1.44
HR_005,43.6510,-79.3865,42,44,16.3,1.45
HR_005,43.6510,-79.3865,44,46,16.0,1.45
HR_005,43.6510,-79.3865,46,48,15.8,1.46
HR_005,43.6510,-79.3865,48,50,15.6,1.46
HR_005,43.6510,-79.3865,50,52,15.4,1.47
HR_005,43.6510,-79.3865,52,54,15.2,1.47
HR_005,43.6510,-79.3865,54,56,15.0,1.48
HR_005,43.6510,-79.3865,56,58,14.8,1.48
HR_005,43.6510,-79.3865,58,60,14.7,1.48
HR_005,43.6510,-79.3865,60,62,14.5,1.49
HR_005,43.6510,-79.3865,62,64,14.4,1.49
HR_005,43.6510,-79.3865,64,66,14.2,1.49
HR_005,43.6510,-79.3865,66,68,14.1,1.50
HR_005,43.6510,-79.3865,68,70,14.0,1.50
HR_005,43.6510,-79.3865,70,72,13.8,1.50
HR_005,43.6510,-79.3865,72,74,13.7,1.51
HR_005,43.6510,-79.3865,74,76,13.6,1.51
HR_005,43.6510,-79.3865,76,78,13.5,1.51
HR_005,43.6510,-79.3865,78,80,13.4,1.51
HR_005,43.6510,-79.3865,80,82,13.3,1.52
HR_005,43.6510,-79.3865,82,84,13.2,1.52
HR_005,43.6510,-79.3865,84,86,13.1,1.52
HR_005,43.6510,-79.3865,86,88,13.0,1.52
HR_005,43.6510,-79.3865,88,90,12.9,1.53
HR_005,43.6510,-79.3865,90,92,12.8,1.53
HR_005,43.6510,-79.3865,92,94,12.7,1.53
HR_005,43.6510,-79.3865,94,96,12.6,1.53
HR_005,43.6510,-79.3865,96,98,12.5,1.54
HR_005,43.6510,-79.3865,98,100,12.4,1.54
HR_006,43.6570,-79.3795,0,2,55.1,1.11
HR_006,43.6570,-79.3795,2,4,51.3,1.13
HR_006,43.6570,-79.3795,4,6,46.5,1.16
HR_006,43.6570,-79.3795,6,8,42.3,1.19
HR_006,43.6570,-79.3795,8,10,38.8,1.22
HR_006,43.6570,-79.3795,10,12,35.7,1.24
HR_006,43.6570,-79.3795,12,14,33.0,1.26
HR_006,43.6570,-79.3795,14,16,30.6,1.28
HR_006,43.6570,-79.3795,16,18,28.6,1.30
HR_006,43.6570,-79.3795,18,20,26.9,1.32
HR_006,43.6570,-79.3795,20,22,25.4,1.34
HR_006,43.6570,-79.3795,22,24,24.1,1.35
HR_006,43.6570,-79.3795,24,26,22.9,1.36
HR_006,43.6570,-79.3795,26,28,21.9,1.37
HR_006,43.6570,-79.3795,28,30,21.0,1.38
HR_006,43.6570,-79.3795,30,32,20.2,1.39
HR_006,43.6570,-79.3795,32,34,19.5,1.40
HR_006,43.6570,-79.3795,34,36,18.9,1.41
HR_006,43.6570,-79.3795,36,38,18.4,1.42
HR_006,43.6570,-79.3795,38,40,17.9,1.43
HR_006,43.6570,-79.3795,40,42,17.5,1.43
HR_006,43.6570,-79.3795,42,44,17.1,1.44
HR_006,43.6570,-79.3795,44,46,16.8,1.45
HR_006,43.6570,-79.3795,46,48,16.5,1.45
HR_006,43.6570,-79.3795,48,50,16.2,1.46
HR_006,43.6570,-79.3795,50,52,15.9,1.46
HR_006,43.6570,-79.3795,52,54,15.7,1.47
HR_006,43.6570,-79.3795,54,56,15.5,1.47
HR_006,43.6570,-79.3795,56,58,15.3,1.48
HR_006,43.6570,-79.3795,58,60,15.1,1.48
HR_006,43.6570,-79.3795,60,62,14.9,1.48
HR_006,43.6570,-79.3795,62,64,14.7,1.49
HR_006,43.6570,-79.3795,64,66,14.5,1.49
HR_006,43.6570,-79.3795,66,68,14.4,1.49
HR_006,43.6570,-79.3795,68,70,14.2,1.50
HR_006,43.6570,-79.3795,70,72,14.0,1.50
HR_006,43.6570,-79.3795,72,74,13.9,1.50
HR_006,43.6570,-79.3795,74,76,13.7,1.51
HR_006,43.6570,-79.3795,76,78,13.6,1.51
HR_006,43.6570,-79.3795,78,80,13.5,1.51
HR_006,43.6570,-79.3795,80,82,13.4,1.51
HR_006,43.6570,-79.3795,82,84,13.3,1.52
HR_006,43.6570,-79.3795,84,86,13.2,1.52
HR_006,43.6570,-79.3795,86,88,13.1,1.52
HR_006,43.6570,-79.3795,88,90,13.0,1.52
HR_006,43.6570,-79.3795,90,92,12.9,1.53
HR_006,43.6570,-79.3795,92,94,12.8,1.53
HR_006,43.6570,-79.3795,94,96,12.7,1.53
HR_006,43.6570,-79.3795,96,98,12.6,1.53
HR_006,43.6570,-79.3795,98,100,12.5,1.54
HR_007,43.6525,-79.3845,0,2,43.6,1.15
HR_007,43.6525,-79.3845,2,4,40.7,1.17
HR_007,43.6525,-79.3845,4,6,37.4,1.20
HR_007,43.6525,-79.3845,6,8,34.6,1.23
HR_007,43.6525,-79.3845,8,10,32.1,1.25
HR_007,43.6525,-79.3845,10,12,29.9,1.27
HR_007,43.6525,-79.3845,12,14,28.0,1.29
HR_007,43.6525,-79.3845,14,16,26.3,1.31
HR_007,43.6525,-79.3845,16,18,24.8,1.33
HR_007,43.6525,-79.3845,18,20,23.5,1.34
HR_007,43.6525,-79.3845,20,22,22.4,1.36
HR_007,43.6525,-79.3845,22,24,21.4,1.37
HR_007,43.6525,-79.3845,24,26,20.6,1.38
HR_007,43.6525,-79.3845,26,28,19.8,1.39
HR_007,43.6525,-79.3845,28,30,19.2,1.40
HR_007,43.6525,-79.3845,30,32,18.6,1.41
HR_007,43.6525,-79.3845,32,34,18.1,1.42
HR_007,43.6525,-79.3845,34,36,17.6,1.42
HR_007,43.6525,-79.3845,36,38,17.2,1.43
HR_007,43.6525,-79.3845,38,40,16.8,1.44
HR_007,43.6525,-79.3845,40,42,16.5,1.44
HR_007,43.6525,-79.3845,42,44,16.2,1.45
HR_007,43.6525,-79.3845,44,46,15.9,1.45
HR_007,43.6525,-79.3845,46,48,15.7,1.46
HR_007,43.6525,-79.3845,48,50,15.4,1.46
HR_007,43.6525,-79.3845,50,52,15.2,1.47
HR_007,43.6525,-79.3845,52,54,15.0,1.47
HR_007,43.6525,-79.3845,54,56,14.8,1.48
HR_007,43.6525,-79.3845,56,58,14.6,1.48
HR_007,43.6525,-79.3845,58,60,14.5,1.48
HR_007,43.6525,-79.3845,60,62,14.3,1.49
HR_007,43.6525,-79.3845,62,64,14.1,1.49
HR_007,43.6525,-79.3845,64,66,14.0,1.49
HR_007,43.6525,-79.3845,66,68,13.8,1.50
HR_007,43.6525,-79.3845,68,70,13.7,1.50
HR_007,43.6525,-79.3845,70,72,13.6,1.50
HR_007,43.6525,-79.3845,72,74,13.4,1.51
HR_007,43.6525,-79.3845,74,76,13.3,1.51
HR_007,43.6525,-79.3845,76,78,13.2,1.51
HR_007,43.6525,-79.3845,78,80,13.1,1.51
HR_007,43.6525,-79.3845,80,82,13.0,1.52
HR_007,43.6525,-79.3845,82,84,12.9,1.52
HR_007,43.6525,-79.3845,84,86,12.8,1.52
HR_007,43.6525,-79.3845,86,88,12.7,1.52
HR_007,43.6525,-79.3845,88,90,12.6,1.53
HR_007,43.6525,-79.3845,90,92,12.5,1.53
HR_007,43.6525,-79.3845,92,94,12.4,1.53
HR_007,43.6525,-79.3845,94,96,12.3,1.53
HR_007,43.6525,-79.3845,96,98,12.2,1.54
HR_007,43.6525,-79.3845,98,100,12.1,1.54
HR_008,43.6552,-79.3825,0,2,47.9,1.13
HR_008,43.6552,-79.3825,2,4,44.8,1.15
HR_008,43.6552,-79.3825,4,6,41.0,1.18
HR_008,43.6552,-79.3825,6,8,37.8,1.21
HR_008,43.6552,-79.3825,8,10,35.0,1.23
HR_008,43.6552,-79.3825,10,12,32.5,1.25
HR_008,43.6552,-79.3825,12,14,30.4,1.27
HR_008,43.6552,-79.3825,14,16,28.5,1.29
HR_008,43.6552,-79.3825,16,18,26.9,1.31
HR_008,43.6552,-79.3825,18,20,25.5,1.33
HR_008,43.6552,-79.3825,20,22,24.2,1.34
HR_008,43.6552,-79.3825,22,24,23.1,1.36
HR_008,43.6552,-79.3825,24,26,22.1,1.37
HR_008,43.6552,-79.3825,26,28,21.2,1.38
HR_008,43.6552,-79.3825,28,30,20.4,1.39
HR_008,43.6552,-79.3825,30,32,19.7,1.40
HR_008,43.6552,-79.3825,32,34,19.1,1.41
HR_008,43.6552,-79.3825,34,36,18.6,1.42
HR_008,43.6552,-79.3825,36,38,18.1,1.42
HR_008,43.6552,-79.3825,38,40,17.7,1.43
HR_008,43.6552,-79.3825,40,42,17.3,1.44
HR_008,43.6552,-79.3825,42,44,17.0,1.44
HR_008,43.6552,-79.3825,44,46,16.7,1.45
HR_008,43.6552,-79.3825,46,48,16.4,1.45
HR_008,43.6552,-79.3825,48,50,16.1,1.46
HR_008,43.6552,-79.3825,50,52,15.9,1.46
HR_008,43.6552,-79.3825,52,54,15.7,1.47
HR_008,43.6552,-79.3825,54,56,15.5,1.47
HR_008,43.6552,-79.3825,56,58,15.3,1.48
HR_008,43.6552,-79.3825,58,60,15.1,1.48
HR_008,43.6552,-79.3825,60,62,14.9,1.48
HR_008,43.6552,-79.3825,62,64,14.7,1.49
HR_008,43.6552,-79.3825,64,66,14.6,1.49
HR_008,43.6552,-79.3825,66,68,14.4,1.49
HR_008,43.6552,-79.3825,68,70,14.3,1.50
HR_008,43.6552,-79.3825,70,72,14.1,1.50
HR_008,43.6552,-79.3825,72,74,14.0,1.50
HR_008,43.6552,-79.3825,74,76,13.8,1.51
HR_008,43.6552,-79.3825,76,78,13.7,1.51
HR_008,43.6552,-79.3825,78,80,13.6,1.51
HR_008,43.6552,-79.3825,80,82,13.5,1.51
HR_008,43.6552,-79.3825,82,84,13.4,1.52
HR_008,43.6552,-79.3825,84,86,13.3,1.52
HR_008,43.6552,-79.3825,86,88,13.2,1.52
HR_008,43.6552,-79.3825,88,90,13.1,1.52
HR_008,43.6552,-79.3825,90,92,13.0,1.53
HR_008,43.6552,-79.3825,92,94,12.9,1.53
HR_008,43.6552,-79.3825,94,96,12.8,1.53
HR_008,43.6552,-79.3825,96,98,12.7,1.53
HR_008,43.6552,-79.3825,98,100,12.6,1.54
HR_009,43.6515,-79.3860,0,2,40.3,1.17
HR_009,43.6515,-79.3860,2,4,37.9,1.19
HR_009,43.6515,-79.3860,4,6,35.1,1.21
HR_009,43.6515,-79.3860,6,8,32.6,1.24
HR_009,43.6515,-79.3860,8,10,30.4,1.26
HR_009,43.6515,-79.3860,10,12,28.5,1.28
HR_009,43.6515,-79.3860,12,14,26.8,1.30
HR_009,43.6515,-79.3860,14,16,25.3,1.32
HR_009,43.6515,-79.3860,16,18,24.0,1.33
HR_009,43.6515,-79.3860,18,20,22.9,1.35
HR_009,43.6515,-79.3860,20,22,21.9,1.36
HR_009,43.6515,-79.3860,22,24,21.0,1.37
HR_009,43.6515,-79.3860,24,26,20.2,1.38
HR_009,43.6515,-79.3860,26,28,19.5,1.39
HR_009,43.6515,-79.3860,28,30,18.9,1.40
HR_009,43.6515,-79.3860,30,32,18.4,1.41
HR_009,43.6515,-79.3860,32,34,17.9,1.42
HR_009,43.6515,-79.3860,34,36,17.5,1.43
HR_009,43.6515,-79.3860,36,38,17.1,1.43
HR_009,43.6515,-79.3860,38,40,16.7,1.44
HR_009,43.6515,-79.3860,40,42,16.4,1.44
HR_009,43.6515,-79.3860,42,44,16.1,1.45
HR_009,43.6515,-79.3860,44,46,15.8,1.45
HR_009,43.6515,-79.3860,46,48,15.6,1.46
HR_009,43.6515,-79.3860,48,50,15.4,1.46
HR_009,43.6515,-79.3860,50,52,15.2,1.47
HR_009,43.6515,-79.3860,52,54,15.0,1.47
HR_009,43.6515,-79.3860,54,56,14.8,1.48
HR_009,43.6515,-79.3860,56,58,14.6,1.48
HR_009,43.6515,-79.3860,58,60,14.5,1.48
HR_009,43.6515,-79.3860,60,62,14.3,1.49
HR_009,43.6515,-79.3860,62,64,14.2,1.49
HR_009,43.6515,-79.3860,64,66,14.0,1.49
HR_009,43.6515,-79.3860,66,68,13.9,1.50
HR_009,43.6515,-79.3860,68,70,13.8,1.50
HR_009,43.6515,-79.3860,70,72,13.6,1.50
HR_009,43.6515,-79.3860,72,74,13.5,1.51
HR_009,43.6515,-79.3860,74,76,13.4,1.51
HR_009,43.6515,-79.3860,76,78,13.3,1.51
HR_009,43.6515,-79.3860,78,80,13.2,1.51
HR_009,43.6515,-79.3860,80,82,13.1,1.52
HR_009,43.6515,-79.3860,82,84,13.0,1.52
HR_009,43.6515,-79.3860,84,86,12.9,1.52
HR_009,43.6515,-79.3860,86,88,12.8,1.52
HR_009,43.6515,-79.3860,88,90,12.7,1.53
HR_009,43.6515,-79.3860,90,92,12.6,1.53
HR_009,43.6515,-79.3860,92,94,12.5,1.53
HR_009,43.6515,-79.3860,94,96,12.4,1.53
HR_009,43.6515,-79.3860,96,98,12.3,1.54
HR_009,43.6515,-79.3860,98,100,12.2,1.54
HR_010,43.6565,-79.3805,0,2,51.7,1.12
HR_010,43.6565,-79.3805,2,4,48.1,1.14
HR_010,43.6565,-79.3805,4,6,43.8,1.17
HR_010,43.6565,-79.3805,6,8,40.1,1.20
HR_010,43.6565,-79.3805,8,10,37.0,1.22
HR_010,43.6565,-79.3805,10,12,34.3,1.24
HR_010,43.6565,-79.3805,12,14,31.9,1.26
HR_010,43.6565,-79.3805,14,16,29.8,1.28
HR_010,43.6565,-79.3805,16,18,28.0,1.30
HR_010,43.6565,-79.3805,18,20,26.4,1.32
HR_010,43.6565,-79.3805,20,22,25.0,1.34
HR_010,43.6565,-79.3805,22,24,23.8,1.35
HR_010,43.6565,-79.3805,24,26,22.7,1.36
HR_010,43.6565,-79.3805,26,28,21.7,1.37
HR_010,43.6565,-79.3805,28,30,20.8,1.38
HR_010,43.6565,-79.3805,30,32,20.0,1.39
HR_010,43.6565,-79.3805,32,34,19.4,1.40
HR_010,43.6565,-79.3805,34,36,18.8,1.41
HR_010,43.6565,-79.3805,36,38,18.3,1.42
HR_010,43.6565,-79.3805,38,40,17.8,1.43
HR_010,43.6565,-79.3805,40,42,17.4,1.43
HR_010,43.6565,-79.3805,42,44,17.0,1.44
HR_010,43.6565,-79.3805,44,46,16.7,1.45
HR_010,43.6565,-79.3805,46,48,16.4,1.45
HR_010,43.6565,-79.3805,48,50,16.1,1.46
HR_010,43.6565,-79.3805,50,52,15.8,1.46
HR_010,43.6565,-79.3805,52,54,15.6,1.47
HR_010,43.6565,-79.3805,54,56,15.4,1.47
HR_010,43.6565,-79.3805,56,58,15.2,1.48
HR_010,43.6565,-79.3805,58,60,15.0,1.48
HR_010,43.6565,-79.3805,60,62,14.8,1.48
HR_010,43.6565,-79.3805,62,64,14.6,1.49
HR_010,43.6565,-79.3805,64,66,14.5,1.49
HR_010,43.6565,-79.3805,66,68,14.3,1.49
HR_010,43.6565,-79.3805,68,70,14.1,1.50
HR_010,43.6565,-79.3805,70,72,14.0,1.50
HR_010,43.6565,-79.3805,72,74,13.8,1.50
HR_010,43.6565,-79.3805,74,76,13.7,1.51
HR_010,43.6565,-79.3805,76,78,13.6,1.51
HR_010,43.6565,-79.3805,78,80,13.5,1.51
HR_010,43.6565,-79.3805,80,82,13.4,1.51
HR_010,43.6565,-79.3805,82,84,13.3,1.52
HR_010,43.6565,-79.3805,84,86,13.2,1.52
HR_010,43.6565,-79.3805,86,88,13.1,1.52
HR_010,43.6565,-79.3805,88,90,13.0,1.52
HR_010,43.6565,-79.3805,90,92,12.9,1.53
HR_010,43.6565,-79.3805,92,94,12.8,1.53
